entity_name	entity_name_fb
['USC Marshall School of Business']	Stanford_Graduate_School_of_Business
['Uhura']	not_linked
['Ukraine']	Ukraine
['Ukrainian hryvnia']	Ukrainian_SSR
['Ulrich Bez']	not_linked
['Ultimate Fighting Championship']	The_Ultimate_Fighter
['Ulysses S. Grant']	Ulysses_S._Grant
['Umaga']	not_linked
['United Arab Emirates']	United_Arab_Emirates
['United Center']	not_linked
['United Church of Christ']	United_Church_of_Christ
['United Kingdom']	United_Kingdom
['United Nations Security Council']	United_Nations
['United Nations']	United_Nations
['United States Air Force Academy']	United_States_Air_Force_Academy
['United States Congress']	United_States_Congress
['United States Department of the Navy']	United_States_Navy
['United States Dollar']	United_States_Dollar
['United States House of Representatives']	United_States_House_of_Representatives
['United States Military Academy']	United_States_Military_Academy
['United States Navy']	United_States_Navy
['United States Representative']	United_States_House_of_Representatives
['United States Secretary of State']	United_States_Secretary_of_State
['United States Senate']	United_States_Senate
['United States of America']	United_States_of_America
['United States presidential inauguration']	not_linked
['United we stand, divided we fall']	not_linked
['Universal City']	not_linked
['Universal Studios Hollywood']	Universal_Studios
['University Park']	not_linked
['University Yale']	Yale_University
['University of Alabama']	University_of_Alabama
['University of California, Berkeley']	University_of_California,_Berkeley
['University of California, Davis']	University_of_California,_Davis
['University of California, Los Angeles']	University_of_Southern_California
['University of Connecticut']	University_of_Connecticut
['University of Delaware']	University_of_Delaware
['University of Edinburgh']	University_of_Edinburgh
['University of Florida']	University_of_Florida
['University of Leeds']	University_of_Leeds
['University of Maryland University College']	University_of_Maryland,_College_Park
['University of Minnesota']	University_of_Minnesota
['University of North Alabama']	University_of_Alabama
['University of North Carolina at Chapel Hill']	University_of_North_Carolina_at_Chapel_Hill
['University of Oklahoma']	University_of_Oklahoma
['University of Oregon']	University_of_Oregon
['University of Phoenix']	University_of_Arizona
['University of Pisa']	University_of_Pisa
['University of Southern California']	University_of_Southern_California
['University of Southern Mississippi']	The_University_of_Southern_Mississippi
['University of Tartu']	University_of_Tartu
['University of Tennessee']	University_of_Tennessee
['University of Texas at El Paso']	University_of_Texas_at_El_Paso
['University of Tulsa']	University_of_Tulsa
['University of Vermont']	University_of_Vermont
['University of West Alabama']	University_of_Alabama
['University of the Rockies']	University_of_Northern_Colorado
['Up']	Up
['Uppsala University']	Uppsala_University
['Usher']	Usher
['Utah']	Utah
['Utica']	Utica
['Utrecht']	Utrecht
['Uzbekistan']	Uzbekistan
['Valdai Hills']	not_linked
['Valdosta State University']	Valparaiso_University
['Valparaiso High School']	Valparaiso_University
['Van Halen']	Van_Halen
['Vancouver Canucks']	Vancouver_Canucks
['Vancouver']	Vancouver
['Vanderbilt University Mr. Commodore']	Vanderbilt_University
['Vanderbilt University']	Vanderbilt_University
['Vanessa Carlton']	not_linked
['Vanessa Lachey']	Nick_Lachey
['Vanessa Laine Bryant']	Vanessa_L._Williams
['Vasco Núñez de Balboa']	Godoy_Cruz_Antonio_Tomba
['Vasco da Gama']	not_linked
['Vatican City']	Vatican_City
['Vegetarian food']	Vegetarianism
['Venezuela']	Venezuela
['Venice']	Venice
['Venus Williams']	Venus_Williams
['Venus']	Venus
['Vera-Ellen']	not_linked
['Verdun']	not_linked
['Verizon Communications']	Verizon_Communications
['Vernon Davis']	not_linked
['Veronica Lake']	not_linked
['Victor Van Dort']	not_linked
['Victoria Beckham']	Victoria_Beckham
['Victoria']	Victoria
['Vienna']	Vienna
['Vietnam War']	Vietnam_War
['Vietnam']	Vietnam
['Vietnamese dong']	not_linked
['Vin Scully']	Mike_Scully
['Vince Lombardi']	not_linked
['Vincent Grey']	not_linked
['Vincent van Gogh']	Vincent_van_Gogh
['Vinci']	not_linked
['Viola']	Viola
['Virgin America']	not_linked
['Virginia Cavaliers football']	Virginia_Tech_Hokies_football
['Virginia']	Virginia
['Vito Corleone']	not_linked
['Vittsjö']	not_linked
['Vivian Liberto']	not_linked
['Vladimir Lenin']	Vladimir_Lenin
['Vocals']	Vocal_music
['Volga River']	not_linked
['Volkswagen Group']	not_linked
['Volkswagen Passenger Cars']	not_linked
['W. E. B. Du Bois']	not_linked
['WHSmith']	not_linked
['WNYC']	not_linked
['WPCH-TV']	not_linked
['Wake Forest University']	Wake_Forest_University
['Wale']	not_linked
['Wales']	Wales
['Walmart']	Walmart
['Walnut Creek']	Walnut_Creek
['Walt Disney']	Walt_Disney
['Walt Whitman']	Walt_Whitman
['Walter Mazzarri']	not_linked
['Walter Raleigh']	not_linked
['Walton County']	Johnson_County
['Walton Goggins']	not_linked
['Walton']	Alton
['War in Darfur']	not_linked
['Warren G. Harding']	Warren_G._Harding
['Warren Moon']	not_linked
['Warsaw']	Warsaw
['Washington Heights']	not_linked
['Washington Redskins']	Washington_Redskins
['Washington State Cougars football']	Washington_State_Cougars_football
['Washington State University']	Washington_State_University
['Washington Wizards']	Washington_Wizards
['Washington']	Washington
['Washington, D.C.']	Washington,_D.C.
['Washoe County']	Washoe_County
['Wassily Kandinsky']	Dmitri_Shostakovich
['Waterloo']	Waterloo
['Watts']	not_linked
['Waxhaws']	not_linked
['Wayne Gretzky']	Gary_Goetzman
['Weld County']	Weld_County
['Wellsville']	not_linked
['Welsh Language']	Welsh_Language
['Wentworth Miller']	not_linked
['Wesley Snipes']	Wesley_Snipes
['West Africa Time Zone']	East_Africa_Time_Zone-US
['West Africa']	Africa
['West African CFA franc']	not_linked
['West Germany']	West_Germany
['West Lafayette']	Lafayette
['West St. Paul']	Saint_Paul
['Western Australia']	Western_Australia
['Western Cape']	Western_Cape
['Western Europe']	Europe
['Western Roman Empire']	Roman_Empire
['Westminster Hall and Burying Ground']	not_linked
['Westmoreland County']	Westmoreland_County
['Westwood Village Memorial Park Cemetery']	Westwood_Village_Memorial_Park_Cemetery
['Wharton School of the University of Pennsylvania']	Wharton_School_of_the_University_of_Pennsylvania
['Whistler Mountain']	not_linked
['Whitney Houston']	Whitney_Houston
['Whoopi Goldberg']	Whoopi_Goldberg
['Wide receiver']	Wide_receiver
['Wikimedia Foundation']	Wikimedia_Foundation
['Wil Wheaton']	Wil_Wheaton
['Wildwood']	not_linked
['Wilfred Owen']	not_linked
['Will Friedle']	not_linked
['Will Smith']	Will_Smith
['William & Mary Tribe football']	West_Virginia_Mountaineers_football
['William Daniels']	William_H._Daniels
['William Faulkner']	William_Faulkner
['William Haslam']	not_linked
['William Henry Harrison']	William_Henry_Harrison
['William Henry Smith']	not_linked
['William Howard Taft']	William_Howard_Taft
['William Jennings Bryan']	not_linked
['William Lamb, 2nd Viscount Melbourne']	not_linked
['William McKinley']	William_McKinley
['William Morris']	William_Morris
['William Penn']	not_linked
['William Roache']	not_linked
['William Shakespeare']	William_Shakespeare
['William Shatner']	William_Shatner
['William V. Roth, Jr.']	David_Lee_Roth
['Williamson County']	Travis_County
['Willow Smith']	not_linked
['Willy Wonka']	Willy_Wonka_&_the_Chocolate_Factory
['Wimbledon']	Wimbledon
['Winchester']	Winchester
['Winston Churchill']	Winston_Churchill
['With God, all things are possible']	not_linked
['Wolfgang Amadeus Mozart']	Wolfgang_Amadeus_Mozart
['Wolfville']	not_linked
['Woman at Wedding']	not_linked
['Woodrow Wilson']	Woodrow_Wilson
['Woodstock']	Taking_Woodstock
['Woodward High School']	Stuyvesant_High_School
['Woody Boyd']	not_linked
['World Ocean']	not_linked
['World Series']	not_linked
['World War II']	World_War_II
['Wright brothers']	not_linked
['Wyandotte County']	Wayne_County
['Wyoming']	Wyoming
['Xi Jinping']	not_linked
['Yale Law School']	Yale_Law_School
['Yale University Handsome Dan']	not_linked
['Yangtze']	not_linked
['Yani Gellman']	not_linked
['Yorba Linda']	Costa_Mesa
['YouTube']	not_linked
['Youngs Memorial Cemetery']	Holy_Cross_Cemetery
['Youngstown State University']	Ohio_University
['Ypres']	not_linked
['Yucatán Peninsula']	Veracruz
['Yucca flower']	not_linked
['Zac Brown Band']	not_linked
['Zac Efron']	Zac_Efron
['Zack de la Rocha']	not_linked
['Zagreb']	Zagreb
['Zakynthos Island']	not_linked
['Zambezi']	not_linked
['Zerelda Mimms']	not_linked
['Zeus']	not_linked
['Zoe Saldana']	Zoe_Saldana
['Zoey 101']	not_linked
['Zoroastrianism']	not_linked
['Zulu Kingdom']	not_linked
['heart attack']	not_linked
['Éowyn']	not_linked
[]	not_linked
